ID	Category	Kind	Storage	Consume	Name	Belong	SkillLevel	Cost	ExpGain	MakeTime	AutoAppend	Produce1Genre	Produce1Detail	Produce1Parti	Produce1Level	Produce1Luck	Produce1Series	Produce1Bind	Produce1Rate	Produce2Genre	Produce2Detail	Produce2Parti	Produce2Level	Produce2Luck	Produce2Series	Produce2Bind	Produce2Rate	Produce3Genre	Produce3Detail	Produce3Parti	Produce3Level	Produce3Luck	Produce3Series	Produce3Bind	Produce3Rate	Stuff1Genre	Stuff1Detail	Stuff1Parti	Stuff1Level	Stuff1Series	Stuff1Bind	Stuff1Num	Stuff2Genre	Stuff2Detail	Stuff2Parti	Stuff2Level	Stuff2Series	Stuff2Bind	Stuff2Num	Stuff3Genre	Stuff3Detail	Stuff3Parti	Stuff3Level	Stuff3Series	Stuff3Bind	Stuff3Num	Stuff4Genre	Stuff4Detail	Stuff4Parti	Stuff4Level	Stuff4Series	Stuff4Bind	Stuff4Num	Stuff5Genre	Stuff5Detail	Stuff5Parti	Stuff5Level	Stuff5Series	Stuff5Bind	Stuff5Num	Desc
3099	9	62	1		Nội công Thổ Kiếm 19	6	1	10000	10000	54	1	2	1	3849	10	100	5		100																	2	1	3848	10	5		1	18	1	4010	1	0		19																						
3100	9	62	1		Nội công Thổ Kiếm 20	6	1	10000	10000	54	1	2	1	3850	10	100	5		100																	2	1	3849	10	5		1	18	1	4010	1	0		20																						
3101	9	63	1		Hiệu ứng Phi Đao 2	6	1	10000	10000	54	1	2	2	2520	10	100	2		100																	2	2	2510	10	2		1	18	1	4010	1	0		2																						
3102	9	63	1		Hiệu ứng Phi Đao 3	6	1	10000	10000	54	1	2	2	2521	10	100	2		100																	2	2	2520	10	2		1	18	1	4010	1	0		3																						
3103	9	63	1		Hiệu ứng Phi Đao 4	6	1	10000	10000	54	1	2	2	2522	10	100	2		100																	2	2	2521	10	2		1	18	1	4010	1	0		4																						
3104	9	63	1		Hiệu ứng Phi Đao 5	6	1	10000	10000	54	1	2	2	2523	10	100	2		100																	2	2	2522	10	2		1	18	1	4010	1	0		5																						
3105	9	63	1		Hiệu ứng Phi Đao 6	6	1	10000	10000	54	1	2	2	2524	10	100	2		100																	2	2	2523	10	2		1	18	1	4010	1	0		6																						
3106	9	63	1		Hiệu ứng Phi Đao 7	6	1	10000	10000	54	1	2	2	2525	10	100	2		100																	2	2	2524	10	2		1	18	1	4010	1	0		7																						
3107	9	63	1		Hiệu ứng Phi Đao 8	6	1	10000	10000	54	1	2	2	2526	10	100	2		100																	2	2	2525	10	2		1	18	1	4010	1	0		8																						
3108	9	63	1		Hiệu ứng Phi Đao 9	6	1	10000	10000	54	1	2	2	2527	10	100	2		100																	2	2	2526	10	2		1	18	1	4010	1	0		9																						
3109	9	63	1		Hiệu ứng Phi Đao 10	6	1	10000	10000	54	1	2	2	2528	10	100	2		100																	2	2	2527	10	2		1	18	1	4010	1	0		10																						
3110	9	63	1		Hiệu ứng Phi Đao 11	6	1	10000	10000	54	1	2	2	2529	10	100	2		100																	2	2	2528	10	2		1	18	1	4010	1	0		11																						
3111	9	63	1		Hiệu ứng Phi Đao 12	6	1	10000	10000	54	1	2	2	2530	10	100	2		100																	2	2	2529	10	2		1	18	1	4010	1	0		12																						
3112	9	63	1		Hiệu ứng Phi Đao 13	6	1	10000	10000	54	1	2	2	2531	10	100	2		100																	2	2	2530	10	2		1	18	1	4010	1	0		13																						
3113	9	63	1		Hiệu ứng Phi Đao 14	6	1	10000	10000	54	1	2	2	2532	10	100	2		100																	2	2	2531	10	2		1	18	1	4010	1	0		14																						
3114	9	63	1		Hiệu ứng Phi Đao 15	6	1	10000	10000	54	1	2	2	2533	10	100	2		100																	2	2	2532	10	2		1	18	1	4010	1	0		15																						
3115	9	63	1		Hiệu ứng Phi Đao 16	6	1	10000	10000	54	1	2	2	2534	10	100	2		100																	2	2	2533	10	2		1	18	1	4010	1	0		16																						
3116	9	63	1		Hiệu ứng Phi Đao 17	6	1	10000	10000	54	1	2	2	2535	10	100	2		100																	2	2	2534	10	2		1	18	1	4010	1	0		17																						
3117	9	63	1		Hiệu ứng Phi Đao 18	6	1	10000	10000	54	1	2	2	2536	10	100	2		100																	2	2	2535	10	2		1	18	1	4010	1	0		18																						
3118	9	63	1		Hiệu ứng Phi Đao 19	6	1	10000	10000	54	1	2	2	2537	10	100	2		100																	2	2	2536	10	2		1	18	1	4010	1	0		19																						
3119	9	63	1		Hiệu ứng Phi Đao 20	6	1	10000	10000	54	1	2	2	2538	10	100	2		100																	2	2	2537	10	2		1	18	1	4010	1	0		20																						
3120	9	63	1		Hệ kim Phi Đao 2	6	1	10000	10000	54	1	2	2	2558	10	100	1		100																	2	2	2512	10	1		1	18	1	4010	1	0		2																						
3121	9	63	1		Hệ kim Phi Đao 3	6	1	10000	10000	54	1	2	2	2559	10	100	1		100																	2	2	2558	10	1		1	18	1	4010	1	0		3																						
3122	9	63	1		Hệ kim Phi Đao 4	6	1	10000	10000	54	1	2	2	2560	10	100	1		100																	2	2	2559	10	1		1	18	1	4010	1	0		4																						
3123	9	63	1		Hệ kim Phi Đao 5	6	1	10000	10000	54	1	2	2	2561	10	100	1		100																	2	2	2560	10	1		1	18	1	4010	1	0		5																						
3124	9	63	1		Hệ kim Phi Đao 6	6	1	10000	10000	54	1	2	2	2562	10	100	1		100																	2	2	2561	10	1		1	18	1	4010	1	0		6																						
3125	9	63	1		Hệ kim Phi Đao 7	6	1	10000	10000	54	1	2	2	2563	10	100	1		100																	2	2	2562	10	1		1	18	1	4010	1	0		7																						
3126	9	63	1		Hệ kim Phi Đao 8	6	1	10000	10000	54	1	2	2	2564	10	100	1		100																	2	2	2563	10	1		1	18	1	4010	1	0		8																						
3127	9	63	1		Hệ kim Phi Đao 9	6	1	10000	10000	54	1	2	2	2565	10	100	1		100																	2	2	2564	10	1		1	18	1	4010	1	0		9																						
3128	9	63	1		Hệ kim Phi Đao 10	6	1	10000	10000	54	1	2	2	2566	10	100	1		100																	2	2	2565	10	1		1	18	1	4010	1	0		10																						
3129	9	63	1		Hệ kim Phi Đao 11	6	1	10000	10000	54	1	2	2	2567	10	100	1		100																	2	2	2566	10	1		1	18	1	4010	1	0		11																						
3130	9	63	1		Hệ kim Phi Đao 12	6	1	10000	10000	54	1	2	2	2568	10	100	1		100																	2	2	2567	10	1		1	18	1	4010	1	0		12																						
3131	9	63	1		Hệ kim Phi Đao 13	6	1	10000	10000	54	1	2	2	2569	10	100	1		100																	2	2	2568	10	1		1	18	1	4010	1	0		13																						
3132	9	63	1		Hệ kim Phi Đao 14	6	1	10000	10000	54	1	2	2	2570	10	100	1		100																	2	2	2569	10	1		1	18	1	4010	1	0		14																						
3133	9	63	1		Hệ kim Phi Đao 15	6	1	10000	10000	54	1	2	2	2571	10	100	1		100																	2	2	2570	10	1		1	18	1	4010	1	0		15																						
3134	9	63	1		Hệ kim Phi Đao 16	6	1	10000	10000	54	1	2	2	2572	10	100	1		100																	2	2	2571	10	1		1	18	1	4010	1	0		16																						
3135	9	63	1		Hệ kim Phi Đao 17	6	1	10000	10000	54	1	2	2	2573	10	100	1		100																	2	2	2572	10	1		1	18	1	4010	1	0		17																						
3136	9	63	1		Hệ kim Phi Đao 18	6	1	10000	10000	54	1	2	2	2574	10	100	1		100																	2	2	2573	10	1		1	18	1	4010	1	0		18																						
3137	9	63	1		Hệ kim Phi Đao 19	6	1	10000	10000	54	1	2	2	2575	10	100	1		100																	2	2	2574	10	1		1	18	1	4010	1	0		19																						
3138	9	63	1		Hệ kim Phi Đao 20	6	1	10000	10000	54	1	2	2	2576	10	100	1		100																	2	2	2575	10	1		1	18	1	4010	1	0		20																						
3139	9	63	1		Hệ thủy Phi Đao 2	6	1	10000	10000	54	1	2	2	2577	10	100	3		100																	2	2	2513	10	3		1	18	1	4010	1	0		2																						
3140	9	63	1		Hệ thủy Phi Đao 3	6	1	10000	10000	54	1	2	2	2578	10	100	3		100																	2	2	2577	10	3		1	18	1	4010	1	0		3																						
3141	9	63	1		Hệ thủy Phi Đao 4	6	1	10000	10000	54	1	2	2	2579	10	100	3		100																	2	2	2578	10	3		1	18	1	4010	1	0		4																						
3142	9	63	1		Hệ thủy Phi Đao 5	6	1	10000	10000	54	1	2	2	2580	10	100	3		100																	2	2	2579	10	3		1	18	1	4010	1	0		5																						
3143	9	63	1		Hệ thủy Phi Đao 6	6	1	10000	10000	54	1	2	2	2581	10	100	3		100																	2	2	2580	10	3		1	18	1	4010	1	0		6																						
3144	9	63	1		Hệ thủy Phi Đao 7	6	1	10000	10000	54	1	2	2	2582	10	100	3		100																	2	2	2581	10	3		1	18	1	4010	1	0		7																						
3145	9	63	1		Hệ thủy Phi Đao 8	6	1	10000	10000	54	1	2	2	2583	10	100	3		100																	2	2	2582	10	3		1	18	1	4010	1	0		8																						
3146	9	63	1		Hệ thủy Phi Đao 9	6	1	10000	10000	54	1	2	2	2584	10	100	3		100																	2	2	2583	10	3		1	18	1	4010	1	0		9																						
3147	9	63	1		Hệ thủy Phi Đao 10	6	1	10000	10000	54	1	2	2	2585	10	100	3		100																	2	2	2584	10	3		1	18	1	4010	1	0		10																						
3148	9	63	1		Hệ thủy Phi Đao 11	6	1	10000	10000	54	1	2	2	2586	10	100	3		100																	2	2	2585	10	3		1	18	1	4010	1	0		11																						
3149	9	63	1		Hệ thủy Phi Đao 12	6	1	10000	10000	54	1	2	2	2587	10	100	3		100																	2	2	2586	10	3		1	18	1	4010	1	0		12																						
3150	9	63	1		Hệ thủy Phi Đao 13	6	1	10000	10000	54	1	2	2	2588	10	100	3		100																	2	2	2587	10	3		1	18	1	4010	1	0		13																						
3151	9	63	1		Hệ thủy Phi Đao 14	6	1	10000	10000	54	1	2	2	2589	10	100	3		100																	2	2	2588	10	3		1	18	1	4010	1	0		14																						
3152	9	63	1		Hệ thủy Phi Đao 15	6	1	10000	10000	54	1	2	2	2590	10	100	3		100																	2	2	2589	10	3		1	18	1	4010	1	0		15																						
3153	9	63	1		Hệ thủy Phi Đao 16	6	1	10000	10000	54	1	2	2	2591	10	100	3		100																	2	2	2590	10	3		1	18	1	4010	1	0		16																						
3154	9	63	1		Hệ thủy Phi Đao 17	6	1	10000	10000	54	1	2	2	2592	10	100	3		100																	2	2	2591	10	3		1	18	1	4010	1	0		17																						
3155	9	63	1		Hệ thủy Phi Đao 18	6	1	10000	10000	54	1	2	2	2593	10	100	3		100																	2	2	2592	10	3		1	18	1	4010	1	0		18																						
3156	9	63	1		Hệ thủy Phi Đao 19	6	1	10000	10000	54	1	2	2	2594	10	100	3		100																	2	2	2593	10	3		1	18	1	4010	1	0		19																						
3157	9	63	1		Hệ thủy Phi Đao 20	6	1	10000	10000	54	1	2	2	2595	10	100	3		100																	2	2	2594	10	3		1	18	1	4010	1	0		20																						
3158	9	63	1		Hệ hỏa Phi Đao 2	6	1	10000	10000	54	1	2	2	2596	10	100	4		100																	2	2	2514	10	4		1	18	1	4010	1	0		2																						
3159	9	63	1		Hệ hỏa Phi Đao 3	6	1	10000	10000	54	1	2	2	2597	10	100	4		100																	2	2	2596	10	4		1	18	1	4010	1	0		3																						
3160	9	63	1		Hệ hỏa Phi Đao 4	6	1	10000	10000	54	1	2	2	2598	10	100	4		100																	2	2	2597	10	4		1	18	1	4010	1	0		4																						
3161	9	63	1		Hệ hỏa Phi Đao 5	6	1	10000	10000	54	1	2	2	2599	10	100	4		100																	2	2	2598	10	4		1	18	1	4010	1	0		5																						
3162	9	63	1		Hệ hỏa Phi Đao 6	6	1	10000	10000	54	1	2	2	2600	10	100	4		100																	2	2	2599	10	4		1	18	1	4010	1	0		6																						
3163	9	63	1		Hệ hỏa Phi Đao 7	6	1	10000	10000	54	1	2	2	2601	10	100	4		100																	2	2	2600	10	4		1	18	1	4010	1	0		7																						
3164	9	63	1		Hệ hỏa Phi Đao 8	6	1	10000	10000	54	1	2	2	2602	10	100	4		100																	2	2	2601	10	4		1	18	1	4010	1	0		8																						
3165	9	63	1		Hệ hỏa Phi Đao 9	6	1	10000	10000	54	1	2	2	2603	10	100	4		100																	2	2	2602	10	4		1	18	1	4010	1	0		9																						
3166	9	63	1		Hệ hỏa Phi Đao 10	6	1	10000	10000	54	1	2	2	2604	10	100	4		100																	2	2	2603	10	4		1	18	1	4010	1	0		10																						
3167	9	63	1		Hệ hỏa Phi Đao 11	6	1	10000	10000	54	1	2	2	2605	10	100	4		100																	2	2	2604	10	4		1	18	1	4010	1	0		11																						
3168	9	63	1		Hệ hỏa Phi Đao 12	6	1	10000	10000	54	1	2	2	2606	10	100	4		100																	2	2	2605	10	4		1	18	1	4010	1	0		12																						
3169	9	63	1		Hệ hỏa Phi Đao 13	6	1	10000	10000	54	1	2	2	2607	10	100	4		100																	2	2	2606	10	4		1	18	1	4010	1	0		13																						
3170	9	63	1		Hệ hỏa Phi Đao 14	6	1	10000	10000	54	1	2	2	2608	10	100	4		100																	2	2	2607	10	4		1	18	1	4010	1	0		14																						
3171	9	63	1		Hệ hỏa Phi Đao 15	6	1	10000	10000	54	1	2	2	2609	10	100	4		100																	2	2	2608	10	4		1	18	1	4010	1	0		15																						
3172	9	63	1		Hệ hỏa Phi Đao 16	6	1	10000	10000	54	1	2	2	2610	10	100	4		100																	2	2	2609	10	4		1	18	1	4010	1	0		16																						
3173	9	63	1		Hệ hỏa Phi Đao 17	6	1	10000	10000	54	1	2	2	2611	10	100	4		100																	2	2	2610	10	4		1	18	1	4010	1	0		17																						
3174	9	63	1		Hệ hỏa Phi Đao 18	6	1	10000	10000	54	1	2	2	2612	10	100	4		100																	2	2	2611	10	4		1	18	1	4010	1	0		18																						
3175	9	63	1		Hệ hỏa Phi Đao 19	6	1	10000	10000	54	1	2	2	2613	10	100	4		100																	2	2	2612	10	4		1	18	1	4010	1	0		19																						
3176	9	63	1		Hệ hỏa Phi Đao 20	6	1	10000	10000	54	1	2	2	2614	10	100	4		100																	2	2	2613	10	4		1	18	1	4010	1	0		20																						
3177	9	63	1		Hệ thổ Phi Đao 2	6	1	10000	10000	54	1	2	2	2615	10	100	5		100																	2	2	2515	10	5		1	18	1	4010	1	0		2																						
3178	9	63	1		Hệ thổ Phi Đao 3	6	1	10000	10000	54	1	2	2	2616	10	100	5		100																	2	2	2615	10	5		1	18	1	4010	1	0		3																						
3179	9	63	1		Hệ thổ Phi Đao 4	6	1	10000	10000	54	1	2	2	2617	10	100	5		100																	2	2	2616	10	5		1	18	1	4010	1	0		4																						
3180	9	63	1		Hệ thổ Phi Đao 5	6	1	10000	10000	54	1	2	2	2618	10	100	5		100																	2	2	2617	10	5		1	18	1	4010	1	0		5																						
3181	9	63	1		Hệ thổ Phi Đao 6	6	1	10000	10000	54	1	2	2	2619	10	100	5		100																	2	2	2618	10	5		1	18	1	4010	1	0		6																						
3182	9	63	1		Hệ thổ Phi Đao 7	6	1	10000	10000	54	1	2	2	2620	10	100	5		100																	2	2	2619	10	5		1	18	1	4010	1	0		7																						
3183	9	63	1		Hệ thổ Phi Đao 8	6	1	10000	10000	54	1	2	2	2621	10	100	5		100																	2	2	2620	10	5		1	18	1	4010	1	0		8																						
3184	9	63	1		Hệ thổ Phi Đao 9	6	1	10000	10000	54	1	2	2	2622	10	100	5		100																	2	2	2621	10	5		1	18	1	4010	1	0		9																						
3185	9	63	1		Hệ thổ Phi Đao 10	6	1	10000	10000	54	1	2	2	2623	10	100	5		100																	2	2	2622	10	5		1	18	1	4010	1	0		10																						
3186	9	63	1		Hệ thổ Phi Đao 11	6	1	10000	10000	54	1	2	2	2624	10	100	5		100																	2	2	2623	10	5		1	18	1	4010	1	0		11																						
3187	9	63	1		Hệ thổ Phi Đao 12	6	1	10000	10000	54	1	2	2	2625	10	100	5		100																	2	2	2624	10	5		1	18	1	4010	1	0		12																						
3188	9	63	1		Hệ thổ Phi Đao 13	6	1	10000	10000	54	1	2	2	2626	10	100	5		100																	2	2	2625	10	5		1	18	1	4010	1	0		13																						
3189	9	63	1		Hệ thổ Phi Đao 14	6	1	10000	10000	54	1	2	2	2627	10	100	5		100																	2	2	2626	10	5		1	18	1	4010	1	0		14																						
3190	9	63	1		Hệ thổ Phi Đao 15	6	1	10000	10000	54	1	2	2	2628	10	100	5		100																	2	2	2627	10	5		1	18	1	4010	1	0		15																						
3191	9	63	1		Hệ thổ Phi Đao 16	6	1	10000	10000	54	1	2	2	2629	10	100	5		100																	2	2	2628	10	5		1	18	1	4010	1	0		16																						
3192	9	63	1		Hệ thổ Phi Đao 17	6	1	10000	10000	54	1	2	2	2630	10	100	5		100																	2	2	2629	10	5		1	18	1	4010	1	0		17																						
3193	9	63	1		Hệ thổ Phi Đao 18	6	1	10000	10000	54	1	2	2	2631	10	100	5		100																	2	2	2630	10	5		1	18	1	4010	1	0		18																						
3194	9	63	1		Hệ thổ Phi Đao 19	6	1	10000	10000	54	1	2	2	2632	10	100	5		100																	2	2	2631	10	5		1	18	1	4010	1	0		19																						
3195	9	63	1		Hệ thổ Phi Đao 20	6	1	10000	10000	54	1	2	2	2633	10	100	5		100																	2	2	2632	10	5		1	18	1	4010	1	0		20																						
3196	9	64	1		Hiệu ứng Tụ Tiễn 2	6	1	10000	10000	54	1	2	2	2539	10	100	2		100																	2	2	2511	10	2		1	18	1	4010	1	0		2																						
3197	9	64	1		Hiệu ứng Tụ Tiễn 3	6	1	10000	10000	54	1	2	2	2540	10	100	2		100																	2	2	2539	10	2		1	18	1	4010	1	0		3																						
3198	9	64	1		Hiệu ứng Tụ Tiễn 4	6	1	10000	10000	54	1	2	2	2541	10	100	2		100																	2	2	2540	10	2		1	18	1	4010	1	0		4																						
3199	9	64	1		Hiệu ứng Tụ Tiễn 5	6	1	10000	10000	54	1	2	2	2542	10	100	2		100																	2	2	2541	10	2		1	18	1	4010	1	0		5																						
3200	9	64	1		Hiệu ứng Tụ Tiễn 6	6	1	10000	10000	54	1	2	2	2543	10	100	2		100																	2	2	2542	10	2		1	18	1	4010	1	0		6																						
3201	9	64	1		Hiệu ứng Tụ Tiễn 7	6	1	10000	10000	54	1	2	2	2544	10	100	2		100																	2	2	2543	10	2		1	18	1	4010	1	0		7																						
3202	9	64	1		Hiệu ứng Tụ Tiễn 8	6	1	10000	10000	54	1	2	2	2545	10	100	2		100																	2	2	2544	10	2		1	18	1	4010	1	0		8																						
3203	9	64	1		Hiệu ứng Tụ Tiễn 9	6	1	10000	10000	54	1	2	2	2546	10	100	2		100																	2	2	2545	10	2		1	18	1	4010	1	0		9																						
3204	9	64	1		Hiệu ứng Tụ Tiễn 10	6	1	10000	10000	54	1	2	2	2547	10	100	2		100																	2	2	2546	10	2		1	18	1	4010	1	0		10																						
3205	9	64	1		Hiệu ứng Tụ Tiễn 11	6	1	10000	10000	54	1	2	2	2548	10	100	2		100																	2	2	2547	10	2		1	18	1	4010	1	0		11																						
3206	9	64	1		Hiệu ứng Tụ Tiễn 12	6	1	10000	10000	54	1	2	2	2549	10	100	2		100																	2	2	2548	10	2		1	18	1	4010	1	0		12																						
3207	9	64	1		Hiệu ứng Tụ Tiễn 13	6	1	10000	10000	54	1	2	2	2550	10	100	2		100																	2	2	2549	10	2		1	18	1	4010	1	0		13																						
3208	9	64	1		Hiệu ứng Tụ Tiễn 14	6	1	10000	10000	54	1	2	2	2551	10	100	2		100																	2	2	2550	10	2		1	18	1	4010	1	0		14																						
3209	9	64	1		Hiệu ứng Tụ Tiễn 15	6	1	10000	10000	54	1	2	2	2552	10	100	2		100																	2	2	2551	10	2		1	18	1	4010	1	0		15																						
3210	9	64	1		Hiệu ứng Tụ Tiễn 16	6	1	10000	10000	54	1	2	2	2553	10	100	2		100																	2	2	2552	10	2		1	18	1	4010	1	0		16																						
3211	9	64	1		Hiệu ứng Tụ Tiễn 17	6	1	10000	10000	54	1	2	2	2554	10	100	2		100																	2	2	2553	10	2		1	18	1	4010	1	0		17																						
3212	9	64	1		Hiệu ứng Tụ Tiễn 18	6	1	10000	10000	54	1	2	2	2555	10	100	2		100																	2	2	2554	10	2		1	18	1	4010	1	0		18																						
3213	9	64	1		Hiệu ứng Tụ Tiễn 19	6	1	10000	10000	54	1	2	2	2556	10	100	2		100																	2	2	2555	10	2		1	18	1	4010	1	0		19																						
3214	9	64	1		Hiệu ứng Tụ Tiễn 20	6	1	10000	10000	54	1	2	2	2557	10	100	2		100																	2	2	2556	10	2		1	18	1	4010	1	0		20																						
3215	9	64	1		Hệ kim Tụ Tiễn 2	6	1	10000	10000	54	1	2	2	2634	10	100	1		100																	2	2	2516	10	1		1	18	1	4010	1	0		2																						
3216	9	64	1		Hệ kim Tụ Tiễn 3	6	1	10000	10000	54	1	2	2	2635	10	100	1		100																	2	2	2634	10	1		1	18	1	4010	1	0		3																						
3217	9	64	1		Hệ kim Tụ Tiễn 4	6	1	10000	10000	54	1	2	2	2636	10	100	1		100																	2	2	2635	10	1		1	18	1	4010	1	0		4																						
3218	9	64	1		Hệ kim Tụ Tiễn 5	6	1	10000	10000	54	1	2	2	2637	10	100	1		100																	2	2	2636	10	1		1	18	1	4010	1	0		5																						
3219	9	64	1		Hệ kim Tụ Tiễn 6	6	1	10000	10000	54	1	2	2	2638	10	100	1		100																	2	2	2637	10	1		1	18	1	4010	1	0		6																						
3220	9	64	1		Hệ kim Tụ Tiễn 7	6	1	10000	10000	54	1	2	2	2639	10	100	1		100																	2	2	2638	10	1		1	18	1	4010	1	0		7																						
3221	9	64	1		Hệ kim Tụ Tiễn 8	6	1	10000	10000	54	1	2	2	2640	10	100	1		100																	2	2	2639	10	1		1	18	1	4010	1	0		8																						
3222	9	64	1		Hệ kim Tụ Tiễn 9	6	1	10000	10000	54	1	2	2	2641	10	100	1		100																	2	2	2640	10	1		1	18	1	4010	1	0		9																						
3223	9	64	1		Hệ kim Tụ Tiễn 10	6	1	10000	10000	54	1	2	2	2642	10	100	1		100																	2	2	2641	10	1		1	18	1	4010	1	0		10																						
3224	9	64	1		Hệ kim Tụ Tiễn 11	6	1	10000	10000	54	1	2	2	2643	10	100	1		100																	2	2	2642	10	1		1	18	1	4010	1	0		11																						
3225	9	64	1		Hệ kim Tụ Tiễn 12	6	1	10000	10000	54	1	2	2	2644	10	100	1		100																	2	2	2643	10	1		1	18	1	4010	1	0		12																						
3226	9	64	1		Hệ kim Tụ Tiễn 13	6	1	10000	10000	54	1	2	2	2645	10	100	1		100																	2	2	2644	10	1		1	18	1	4010	1	0		13																						
3227	9	64	1		Hệ kim Tụ Tiễn 14	6	1	10000	10000	54	1	2	2	2646	10	100	1		100																	2	2	2645	10	1		1	18	1	4010	1	0		14																						
3228	9	64	1		Hệ kim Tụ Tiễn 15	6	1	10000	10000	54	1	2	2	2647	10	100	1		100																	2	2	2646	10	1		1	18	1	4010	1	0		15																						
3229	9	64	1		Hệ kim Tụ Tiễn 16	6	1	10000	10000	54	1	2	2	2648	10	100	1		100																	2	2	2647	10	1		1	18	1	4010	1	0		16																						
3230	9	64	1		Hệ kim Tụ Tiễn 17	6	1	10000	10000	54	1	2	2	2649	10	100	1		100																	2	2	2648	10	1		1	18	1	4010	1	0		17																						
3231	9	64	1		Hệ kim Tụ Tiễn 18	6	1	10000	10000	54	1	2	2	2650	10	100	1		100																	2	2	2649	10	1		1	18	1	4010	1	0		18																						
3232	9	64	1		Hệ kim Tụ Tiễn 19	6	1	10000	10000	54	1	2	2	2651	10	100	1		100																	2	2	2650	10	1		1	18	1	4010	1	0		19																						
3233	9	64	1		Hệ kim Tụ Tiễn 20	6	1	10000	10000	54	1	2	2	2652	10	100	1		100																	2	2	2651	10	1		1	18	1	4010	1	0		20																						
3234	9	64	1		Hệ thủy Tụ Tiễn 2	6	1	10000	10000	54	1	2	2	2653	10	100	3		100																	2	2	2517	10	3		1	18	1	4010	1	0		2																						
3235	9	64	1		Hệ thủy Tụ Tiễn 3	6	1	10000	10000	54	1	2	2	2654	10	100	3		100																	2	2	2653	10	3		1	18	1	4010	1	0		3																						
3236	9	64	1		Hệ thủy Tụ Tiễn 4	6	1	10000	10000	54	1	2	2	2655	10	100	3		100																	2	2	2654	10	3		1	18	1	4010	1	0		4																						
3237	9	64	1		Hệ thủy Tụ Tiễn 5	6	1	10000	10000	54	1	2	2	2656	10	100	3		100																	2	2	2655	10	3		1	18	1	4010	1	0		5																						
3238	9	64	1		Hệ thủy Tụ Tiễn 6	6	1	10000	10000	54	1	2	2	2657	10	100	3		100																	2	2	2656	10	3		1	18	1	4010	1	0		6																						
3239	9	64	1		Hệ thủy Tụ Tiễn 7	6	1	10000	10000	54	1	2	2	2658	10	100	3		100																	2	2	2657	10	3		1	18	1	4010	1	0		7																						
3240	9	64	1		Hệ thủy Tụ Tiễn 8	6	1	10000	10000	54	1	2	2	2659	10	100	3		100																	2	2	2658	10	3		1	18	1	4010	1	0		8																						
3241	9	64	1		Hệ thủy Tụ Tiễn 9	6	1	10000	10000	54	1	2	2	2660	10	100	3		100																	2	2	2659	10	3		1	18	1	4010	1	0		9																						
3242	9	64	1		Hệ thủy Tụ Tiễn 10	6	1	10000	10000	54	1	2	2	2661	10	100	3		100																	2	2	2660	10	3		1	18	1	4010	1	0		10																						
3243	9	64	1		Hệ thủy Tụ Tiễn 11	6	1	10000	10000	54	1	2	2	2662	10	100	3		100																	2	2	2661	10	3		1	18	1	4010	1	0		11																						
3244	9	64	1		Hệ thủy Tụ Tiễn 12	6	1	10000	10000	54	1	2	2	2663	10	100	3		100																	2	2	2662	10	3		1	18	1	4010	1	0		12																						
3245	9	64	1		Hệ thủy Tụ Tiễn 13	6	1	10000	10000	54	1	2	2	2664	10	100	3		100																	2	2	2663	10	3		1	18	1	4010	1	0		13																						
3246	9	64	1		Hệ thủy Tụ Tiễn 14	6	1	10000	10000	54	1	2	2	2665	10	100	3		100																	2	2	2664	10	3		1	18	1	4010	1	0		14																						
3247	9	64	1		Hệ thủy Tụ Tiễn 15	6	1	10000	10000	54	1	2	2	2666	10	100	3		100																	2	2	2665	10	3		1	18	1	4010	1	0		15																						
3248	9	64	1		Hệ thủy Tụ Tiễn 16	6	1	10000	10000	54	1	2	2	2667	10	100	3		100																	2	2	2666	10	3		1	18	1	4010	1	0		16																						
3249	9	64	1		Hệ thủy Tụ Tiễn 17	6	1	10000	10000	54	1	2	2	2668	10	100	3		100																	2	2	2667	10	3		1	18	1	4010	1	0		17																						
3250	9	64	1		Hệ thủy Tụ Tiễn 18	6	1	10000	10000	54	1	2	2	2669	10	100	3		100																	2	2	2668	10	3		1	18	1	4010	1	0		18																						
3251	9	64	1		Hệ thủy Tụ Tiễn 19	6	1	10000	10000	54	1	2	2	2670	10	100	3		100																	2	2	2669	10	3		1	18	1	4010	1	0		19																						
3252	9	64	1		Hệ thủy Tụ Tiễn 20	6	1	10000	10000	54	1	2	2	2671	10	100	3		100																	2	2	2670	10	3		1	18	1	4010	1	0		20																						
3253	9	64	1		Hệ hỏa Tụ Tiễn 2	6	1	10000	10000	54	1	2	2	2672	10	100	4		100																	2	2	2518	10	4		1	18	1	4010	1	0		2																						
3254	9	64	1		Hệ hỏa Tụ Tiễn 3	6	1	10000	10000	54	1	2	2	2673	10	100	4		100																	2	2	2672	10	4		1	18	1	4010	1	0		3																						
3255	9	64	1		Hệ hỏa Tụ Tiễn 4	6	1	10000	10000	54	1	2	2	2674	10	100	4		100																	2	2	2673	10	4		1	18	1	4010	1	0		4																						
3256	9	64	1		Hệ hỏa Tụ Tiễn 5	6	1	10000	10000	54	1	2	2	2675	10	100	4		100																	2	2	2674	10	4		1	18	1	4010	1	0		5																						
3257	9	64	1		Hệ hỏa Tụ Tiễn 6	6	1	10000	10000	54	1	2	2	2676	10	100	4		100																	2	2	2675	10	4		1	18	1	4010	1	0		6																						
