Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	StrInitMin	StrInitMax	StrAptMin	StrAptMax	DexInitMin	DexInitMax	DexAptMin	DexAptMax	VitInitMin	VitInitMax	VitAptMin	VitAptMax	EngInitMin	EngInitMax	EngAptMin	EngAptMax	SkillID1	SkillID2	SkillID3	SkillID4	UnLockInterval	FightPower
Cuồng Long Quyết Cấp 14	Hỗ trợ Chủ động Cái Bang	1	1	14	223	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Cái Bang<color><color>		4		1500000000			1		book			allskill_v	14	14			1909	1909	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	4200	4200					manamax_v	1080	1080					lifemax_p	16	16					manamax_p	9	9					lifereplenish_p	10	10					defencedeadlystrikedamagetrim	10	10					6	7																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Cuồng Long Quyết Cấp 15	Hỗ trợ Chủ động Cái Bang	1	1	14	224	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Cái Bang<color><color>		4		1500000000			1		book			allskill_v	15	15			1909	1909	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	4500	4500					manamax_v	1140	1140					lifemax_p	17	17					manamax_p	10	10					lifereplenish_p	11	11					defencedeadlystrikedamagetrim	11	11					6	7																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Cuồng Long Quyết Cấp 16	Hỗ trợ Chủ động Cái Bang	1	1	14	225	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Cái Bang<color><color>		4		1500000000			1		book			allskill_v	16	16			1909	1909	allskill_v	1	1			1709	1709	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	4800	4800					manamax_v	1200	1200					lifemax_p	18	18					lifereplenish_p	12	12					defencedeadlystrikedamagetrim	12	12					6	7																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Cuồng Long Quyết Cấp 17	Hỗ trợ Chủ động Cái Bang	1	1	14	226	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Cái Bang<color><color>		4		1500000000			1		book			allskill_v	17	17			1909	1909	allskill_v	2	2			1709	1709	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	5100	5100					manamax_v	1260	1260					lifemax_p	19	19					lifereplenish_p	13	13					defencedeadlystrikedamagetrim	13	13					6	7																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Cuồng Long Quyết Cấp 18	Hỗ trợ Chủ động Cái Bang	1	1	14	227	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Cái Bang<color><color>		4		1500000000			1		book			allskill_v	18	18			1909	1909	allskill_v	3	3			1709	1709	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	5400	5400					manamax_v	1320	1320					lifemax_p	21	21					lifereplenish_p	14	14					defencedeadlystrikedamagetrim	14	14					6	7																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Cuồng Long Quyết Cấp 19	Hỗ trợ Chủ động Cái Bang	1	1	14	228	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Cái Bang<color><color>		4		1500000000			1		book			allskill_v	19	19			1909	1909	allskill_v	4	4			1709	1709	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	5700	5700					manamax_v	1380	1380					lifemax_p	22	22					lifereplenish_p	15	15					defencedeadlystrikedamagetrim	15	15					6	7																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Cuồng Long Quyết Cấp 20	Hỗ trợ Chủ động Cái Bang	1	1	14	229	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Cái Bang<color><color>		4		1500000000			1		book			allskill_v	20	20			1909	1909	allskill_v	5	5			1709	1709	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	6000	6000					manamax_v	1440	1440					lifemax_p	23	23					lifereplenish_p	16	16					defencedeadlystrikedamagetrim	16	16					6	7																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Liệt Hỏa Tâm Pháp Cấp 1	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	230	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Thiên Nhẫn<color><color>		4		100000000			1		book			allskill_v	1	1			1910	1910	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	300	300					manamax_v	300	300																																	6	8																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Liệt Hỏa Tâm Pháp Cấp 2	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	231	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Thiên Nhẫn<color><color>		4		200000000			1		book			allskill_v	2	2			1910	1910	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	600	600					manamax_v	360	360																																	6	8																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Liệt Hỏa Tâm Pháp Cấp 3	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	232	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Thiên Nhẫn<color><color>		4		300000000			1		book			allskill_v	3	3			1910	1910	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	900	900					manamax_v	420	420					lifemax_p	3	3					manamax_p	3	3																			6	8																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Liệt Hỏa Tâm Pháp Cấp 4	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	233	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Thiên Nhẫn<color><color>		4		400000000			1		book			allskill_v	4	4			1910	1910	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	1200	1200					manamax_v	480	480					lifemax_p	4	4					manamax_p	3	3																			6	8																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Liệt Hỏa Tâm Pháp Cấp 5	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	234	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Thiên Nhẫn<color><color>		4		500000000			1		book			allskill_v	5	5			1910	1910	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	1500	1500					manamax_v	540	540					lifemax_p	5	5					manamax_p	4	4																			6	8																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Liệt Hỏa Tâm Pháp Cấp 6	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	235	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Thiên Nhẫn<color><color>		4		600000000			1		book			allskill_v	6	6			1910	1910	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	1800	1800					manamax_v	600	600					lifemax_p	6	6					manamax_p	4	4																			6	8																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Liệt Hỏa Tâm Pháp Cấp 7	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	236	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Thiên Nhẫn<color><color>		4		700000000			1		book			allskill_v	7	7			1910	1910	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	2100	2100					manamax_v	660	660					lifemax_p	7	7					manamax_p	5	5					lifereplenish_p	3	3					defencedeadlystrikedamagetrim	3	3					6	8																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Liệt Hỏa Tâm Pháp Cấp 8	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	237	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Thiên Nhẫn<color><color>		4		800000000			1		book			allskill_v	8	8			1910	1910	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	2400	2400					manamax_v	720	720					lifemax_p	9	9					manamax_p	6	6					lifereplenish_p	4	4					defencedeadlystrikedamagetrim	4	4					6	8																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Liệt Hỏa Tâm Pháp Cấp 9	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	238	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Thiên Nhẫn<color><color>		4		900000000			1		book			allskill_v	9	9			1910	1910	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	2700	2700					manamax_v	780	780					lifemax_p	10	10					manamax_p	6	6					lifereplenish_p	5	5					defencedeadlystrikedamagetrim	5	5					6	8																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Liệt Hỏa Tâm Pháp Cấp 10	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	239	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Thiên Nhẫn<color><color>		4		1500000000			1		book			allskill_v	10	10			1910	1910	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	3000	3000					manamax_v	840	840					lifemax_p	11	11					manamax_p	7	7					lifereplenish_p	6	6					defencedeadlystrikedamagetrim	6	6					6	8																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Liệt Hỏa Tâm Pháp Cấp 11	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	240	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Thiên Nhẫn<color><color>		4		1500000000			1		book			allskill_v	11	11			1910	1910	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	3300	3300					manamax_v	900	900					lifemax_p	12	12					manamax_p	7	7					lifereplenish_p	7	7					defencedeadlystrikedamagetrim	7	7					6	8																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Liệt Hỏa Tâm Pháp Cấp 12	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	241	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Thiên Nhẫn<color><color>		4		1500000000			1		book			allskill_v	12	12			1910	1910	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	3600	3600					manamax_v	960	960					lifemax_p	13	13					manamax_p	8	8					lifereplenish_p	8	8					defencedeadlystrikedamagetrim	8	8					6	8																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Liệt Hỏa Tâm Pháp Cấp 13	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	242	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Thiên Nhẫn<color><color>		4		1500000000			1		book			allskill_v	13	13			1910	1910	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	3900	3900					manamax_v	1020	1020					lifemax_p	15	15					manamax_p	9	9					lifereplenish_p	9	9					defencedeadlystrikedamagetrim	9	9					6	8																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Liệt Hỏa Tâm Pháp Cấp 14	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	243	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Thiên Nhẫn<color><color>		4		1500000000			1		book			allskill_v	14	14			1910	1910	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	4200	4200					manamax_v	1080	1080					lifemax_p	16	16					manamax_p	9	9					lifereplenish_p	10	10					defencedeadlystrikedamagetrim	10	10					6	8																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Liệt Hỏa Tâm Pháp Cấp 15	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	244	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Thiên Nhẫn<color><color>		4		1500000000			1		book			allskill_v	15	15			1910	1910	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	4500	4500					manamax_v	1140	1140					lifemax_p	17	17					manamax_p	10	10					lifereplenish_p	11	11					defencedeadlystrikedamagetrim	11	11					6	8																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Liệt Hỏa Tâm Pháp Cấp 16	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	245	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Thiên Nhẫn<color><color>		4		1500000000			1		book			allskill_v	16	16			1910	1910	allskill_v	1	1			1709	1709	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	4800	4800					manamax_v	1200	1200					lifemax_p	18	18					lifereplenish_p	12	12					defencedeadlystrikedamagetrim	12	12					6	8																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Liệt Hỏa Tâm Pháp Cấp 17	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	246	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Thiên Nhẫn<color><color>		4		1500000000			1		book			allskill_v	17	17			1910	1910	allskill_v	2	2			1709	1709	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	5100	5100					manamax_v	1260	1260					lifemax_p	19	19					lifereplenish_p	13	13					defencedeadlystrikedamagetrim	13	13					6	8																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Liệt Hỏa Tâm Pháp Cấp 18	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	247	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Thiên Nhẫn<color><color>		4		1500000000			1		book			allskill_v	18	18			1910	1910	allskill_v	3	3			1709	1709	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	5400	5400					manamax_v	1320	1320					lifemax_p	21	21					lifereplenish_p	14	14					defencedeadlystrikedamagetrim	14	14					6	8																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Liệt Hỏa Tâm Pháp Cấp 19	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	248	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Thiên Nhẫn<color><color>		4		1500000000			1		book			allskill_v	19	19			1910	1910	allskill_v	4	4			1709	1709	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	5700	5700					manamax_v	1380	1380					lifemax_p	22	22					lifereplenish_p	15	15					defencedeadlystrikedamagetrim	15	15					6	8																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Liệt Hỏa Tâm Pháp Cấp 20	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	249	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=red>Thiên Nhẫn<color><color>		4		1500000000			1		book			allskill_v	20	20			1910	1910	allskill_v	5	5			1709	1709	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	6000	6000					manamax_v	1440	1440					lifemax_p	23	23					lifereplenish_p	16	16					defencedeadlystrikedamagetrim	16	16					6	8																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Cửu Dương Thần Công Cấp 1	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	250	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=gray>Võ Đang<color><color>		5		100000000			1		book			allskill_v	1	1			1911	1911	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	300	300					manamax_v	300	300																																	6	9																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Cửu Dương Thần Công Cấp 2	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	251	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=gray>Võ Đang<color><color>		5		200000000			1		book			allskill_v	2	2			1911	1911	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	600	600					manamax_v	360	360																																	6	9																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Cửu Dương Thần Công Cấp 3	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	252	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=gray>Võ Đang<color><color>		5		300000000			1		book			allskill_v	3	3			1911	1911	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	900	900					manamax_v	420	420					lifemax_p	3	3					manamax_p	3	3																			6	9																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Cửu Dương Thần Công Cấp 4	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	253	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=gray>Võ Đang<color><color>		5		400000000			1		book			allskill_v	4	4			1911	1911	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	1200	1200					manamax_v	480	480					lifemax_p	4	4					manamax_p	3	3																			6	9																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Cửu Dương Thần Công Cấp 5	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	254	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=gray>Võ Đang<color><color>		5		500000000			1		book			allskill_v	5	5			1911	1911	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	1500	1500					manamax_v	540	540					lifemax_p	5	5					manamax_p	4	4																			6	9																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Cửu Dương Thần Công Cấp 6	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	255	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=gray>Võ Đang<color><color>		5		600000000			1		book			allskill_v	6	6			1911	1911	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	1800	1800					manamax_v	600	600					lifemax_p	6	6					manamax_p	4	4																			6	9																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Cửu Dương Thần Công Cấp 7	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	256	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=gray>Võ Đang<color><color>		5		700000000			1		book			allskill_v	7	7			1911	1911	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	2100	2100					manamax_v	660	660					lifemax_p	7	7					manamax_p	5	5					lifereplenish_p	3	3					defencedeadlystrikedamagetrim	3	3					6	9																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Cửu Dương Thần Công Cấp 8	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	257	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=gray>Võ Đang<color><color>		5		800000000			1		book			allskill_v	8	8			1911	1911	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	2400	2400					manamax_v	720	720					lifemax_p	9	9					manamax_p	6	6					lifereplenish_p	4	4					defencedeadlystrikedamagetrim	4	4					6	9																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
Cửu Dương Thần Công Cấp 9	Hỗ trợ Chủ động Thiên Nhẫn	1	1	14	258	4	\image\item\equip\book\jiuyinyichong_s_vn.spr	\image\item\equip\book\jiuyinyichong_vn.spr	33	<color=cyan>Bộ Tuyệt kỹ Quyết Chú gồm 20 Cấp<enter><color=gray>Võ Đang<color><color>		5		900000000			1		book			allskill_v	9	9			1911	1911	energy_v	54	54					vitality_v	54	54					dexterity_v	54	54					lifemax_v	2700	2700					manamax_v	780	780					lifemax_p	10	10					manamax_p	6	6					lifereplenish_p	5	5					defencedeadlystrikedamagetrim	5	5					6	9																																																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						3
