Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	Stuff1Detail	Stuff1Particular	Stuff2Detail	Stuff2Particular	Str1Times	StrMA1Name	StrMA1PA1Min	StrMA1PA1Max	StrMA1PA2Min	StrMA1PA2Max	StrMA1PA3Min	StrMA1PA3Max	Str2Times	StrMA2Name	StrMA2PA1Min	StrMA2PA1Max	StrMA2PA2Min	StrMA2PA2Max	StrMA2PA3Min	StrMA2PA3Max	UnLockInterval
30		12	1	1	129	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	29		3	0	1			1	0	equip	30	30	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
31		12	1	1	130	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	30		3	0	1			1	0	equip	31	31	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
32		12	1	1	131	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	31		3	0	1			1	0	equip	32	32	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
33		12	1	1	132	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	32		3	0	1			1	0	equip	33	33	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
34		12	1	1	133	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	33		3	0	1			1	0	equip	34	34	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
35		12	1	1	134	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	34		3	0	1			1	0	equip	35	35	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
36		12	1	1	135	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	35		3	0	1			1	0	equip	36	36	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
37		12	1	1	136	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	36		3	0	1			1	0	equip	37	37	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
38		12	1	1	137	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	37		3	0	1			1	0	equip	38	38	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
39		12	1	1	138	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	38		3	0	1			1	0	equip	39	39	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
40		12	1	1	139	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	39		3	0	1			1	0	equip	40	40	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
41		12	1	1	140	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	40		3	0	1			1	0	equip	41	41	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
42		12	1	1	141	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	41		3	0	1			1	0	equip	42	42	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
43		12	1	1	142	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	42		3	0	1			1	0	equip	43	43	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
44		12	1	1	143	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	43		3	0	1			1	0	equip	44	44	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
45		12	1	1	144	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	44		3	0	1			1	0	equip	45	45	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
46		12	1	1	145	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	45		3	0	1			1	0	equip	46	46	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
47		12	1	1	146	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	46		3	0	1			1	0	equip	47	47	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
48		12	1	1	147	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	47		3	0	1			1	0	equip	48	48	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
49		12	1	1	148	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	48		3	0	1			1	0	equip	49	49	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
50		12	1	1	149	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	49		3	0	1			1	0	equip	50	50	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
51		12	1	1	150	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	50		3	0	1			1	0	equip	51	51	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
52		12	1	1	151	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	51		3	0	1			1	0	equip	52	52	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
53		12	1	1	152	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	52		3	0	1			1	0	equip	53	53	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
54		12	1	1	153	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	53		3	0	1			1	0	equip	54	54	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
55		12	1	1	154	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	54		3	0	1			1	0	equip	55	55	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
56		12	1	1	155	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	55		3	0	1			1	0	equip	56	56	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
57		12	1	1	156	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	56		3	0	1			1	0	equip	57	57	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
58		12	1	1	157	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	57		3	0	1			1	0	equip	58	58	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
59		12	1	1	158	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	58		3	0	1			1	0	equip	59	59	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
60		12	1	1	159	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	59		3	0	1			1	0	equip	60	60	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
61		12	1	1	160	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	60		3	0	1			1	0	equip	61	61	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
62		12	1	1	161	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	61		3	0	1			1	0	equip	62	62	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
63		12	1	1	162	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	62		3	0	1			1	0	equip	63	63	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
64		12	1	1	163	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	63		3	0	1			1	0	equip	64	64	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
65		12	1	1	164	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	64		3	0	1			1	0	equip	65	65	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
66		12	1	1	165	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	65		3	0	1			1	0	equip	66	66	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
67		12	1	1	166	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	66		3	0	1			1	0	equip	67	67	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
68		12	1	1	167	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	67		3	0	1			1	0	equip	68	68	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
69		12	1	1	168	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	68		3	0	1			1	0	equip	69	69	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
70		12	1	1	169	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	69		3	0	1			1	0	equip	70	70	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
71		12	1	1	170	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	70		3	0	1			1	0	equip	71	71	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
72		12	1	1	171	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	71		3	0	1			1	0	equip	72	72	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
73		12	1	1	172	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	72		3	0	1			1	0	equip	73	73	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
74		12	1	1	173	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	73		3	0	1			1	0	equip	74	74	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
75		12	1	1	174	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	74		3	0	1			1	0	equip	75	75	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
76		12	1	1	175	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	75		3	0	1			1	0	equip	76	76	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
77		12	1	1	176	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	76		3	0	1			1	0	equip	77	77	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
78		12	1	1	177	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	77		3	0	1			1	0	equip	78	78	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
79		12	1	1	178	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	78		3	0	1			1	0	equip	79	79	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
80		12	1	1	179	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	79		3	0	1			1	0	equip	80	80	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
81		12	1	1	180	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	80		3	0	1			1	0	equip	81	81	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
82		12	1	1	181	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	81		3	0	1			1	0	equip	82	82	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
83		12	1	1	182	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	82		3	0	1			1	0	equip	83	83	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
84		12	1	1	183	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	83		3	0	1			1	0	equip	84	84	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
85		12	1	1	184	10	\image\item\equip\shenwu\wuqi\sw_dao_1a.spr	\image\item\equip\shenwu\wuqi\sw_dao_1.spr	9	84		3	0	1			1	0	equip	85	85	weapondamagemin_v	5	5	-1	-1	0	0	weapondamagemax_v	10	10	-1	-1	0	0	weaponmagicmin_v	5	5	-1	-1	0	0	weaponmagicmax_v	10	10	-1	-1	0	0																																											5	10											4	staminareplenish_v	50	50																																																																	
