MAP_ID	GAMESVR_SET_1	GAMESVR_SET_2	GAMESVR_SET_3	GAMESVR_SET_4	GAMESVR_SET_5	GAMESVR_SET_6	GAMESVR_SET_7	GAMESVR_SET_8	GAMESVR_SET_9	GAMESVR_SET_10	GAMESVR_SET_11	GAMESVR_SET_12	GAMESVR_SET_13	GAMESVR_SET_14	GAMESVR_SET_15	GAMESVR_SET_16	Ghi chú
1639	1	2	2	4	2	5	3	3	3	3	3	3	3	3	10	10	Gia Dụ Quan Chiến-Phượng Tường 2
1640	1	2	3	3	3	6	6	2	6	6	6	6	6	6	13	13	Gia Dụ Quan Chiến-Phượng Tường 3
1641	1	2	2	4	5	5	7	4	7	7	7	7	7	7	14	14	Gia Dụ Quan Chiến-Tương Dương 1
1642	1	2	2	4	5	5	7	4	7	7	7	7	7	7	14	14	Gia Dụ Quan Chiến-Tương Dương 2
1643	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Gia Dụ Quan Chiến-Tương Dương 3
1665	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mật Thất Du Long (1)
1666	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mật Thất Du Long (2)
1667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mật Thất Du Long (3)
1668	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Mật Thất Du Long (4)
1669	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Mật Thất Du Long (5)
1670	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Mật Thất Du Long (6)
1671	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Mật Thất Du Long (7)
1672	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Mật Thất Du Long (8)
1673	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Mật Thất Du Long (9)
1674	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Mật Thất Du Long (10)
1675	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Mật Thất Du Long (11)
1676	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Mật Thất Du Long (12)
1677	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	Mật Thất Du Long (13)
1678	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	Mật Thất Du Long (14)
1679	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	Mật Thất Du Long (15)
1680	1	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	Mật Thất Du Long (16)
1681	1	2	3	4	5	5	5	1	5	5	5	5	5	5	5	5	Mật Thất Du Long (17)
1682	1	2	3	4	5	5	5	1	5	5	5	5	5	5	5	5	Mật Thất Du Long (18)
1683	1	2	3	4	5	5	5	1	5	5	5	5	5	5	5	5	Mật Thất Du Long (19)
1684	1	2	3	4	5	5	5	1	5	5	5	5	5	5	5	5	Mật Thất Du Long (20)
1685	1	2	3	4	5	6	6	2	6	6	6	6	6	6	6	6	Mật Thất Du Long (21)
1686	1	2	3	4	5	6	6	2	6	6	6	6	6	6	6	6	Mật Thất Du Long (22)
1687	1	2	3	4	5	6	6	2	6	6	6	6	6	6	6	6	Mật Thất Du Long (23)
1688	1	2	3	4	5	6	6	2	6	6	6	6	6	6	6	6	Mật Thất Du Long (24)
1689	1	2	3	4	5	6	7	4	7	7	7	7	7	7	7	7	Mật Thất Du Long (25)
1690	1	2	3	4	5	6	7	4	7	7	7	7	7	7	7	7	Mật Thất Du Long (26)
1691	1	2	3	4	5	6	7	4	7	7	7	7	7	7	7	7	Mật Thất Du Long (27)
1692	1	2	3	4	5	6	7	4	7	7	7	7	7	7	7	7	Mật Thất Du Long (28)
1832	1	1	1	1	1	1	2	1	7	7	7	7	7	7	7	7	CTC
2013	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	Lâu Lan Cổ Thành
2345	1	1	1	2	3	3	2	1	3	3	3	3	3	3	3	3	Võ Lâm Luận Kiếm
2000	1	1	1	1	2	2	2	1	2	2	2	2	2	2	2	2	Đào Nguyên Đảo
2100	1	1	2	2	2	1	2	1	2	2	2	2	2	2	2	2	Mạn Đà Chiến
2101	1	1	1	1	1	1	7	1	3	3	3	3	3	3	3	3	Bồng Lai Đảo
2102	1	1	2	2	2	1	2	1	4	4	4	4	4	4	4	4	Lam Nguyệt Cốc
2103	1	1	2	2	2	1	2	1	5	5	5	5	5	5	5	5	Hoành Thành Tây Hạ
2105	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15	16	Đông Hạ Lan Sơn
2106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15	16	Long Hồn Cổ Quật
2107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Long Hồn Bí Bảo
2109	1	2	2	4	2	4	3	1	3	3	3	3	3	3	10	10	Phù Đồ Cổ Thành_Tân Thủ
2110	1	1	2	2	4	4	4	1	4	4	4	4	4	4	11	11	Phù Đồ Cổ Thành_Cao Thủ
2111	1	2	3	3	5	5	5	1	5	5	5	5	5	5	12	12	Húc Thủy Hà
1801	1	1	3	3	3	6	6	1	3	3	3	3	3	3	3	3	Map_1-badaoshanzhuang1
1802	1	1	1	1	1	1	7	1	3	3	3	3	3	3	3	3	Map_2-baimasi
1803	1	2	2	3	3	6	6	1	3	3	3	3	3	3	3	3	Map_3-caishiji2007
1804	1	2	2	3	3	6	6	1	3	3	3	3	3	3	3	3	Map_4-chiwumizong
1805	1	2	2	3	3	6	6	1	3	3	3	3	3	3	3	3	Map_5-dahuanggongzhengduo
1806	1	2	2	3	3	6	6	1	3	3	3	3	3	3	3	3	Map_6-fenglingdukou
1807	1	1	1	1	2	2	2	1	2	2	2	2	2	2	9	9	Map_7-gumuxunbao
1808	1	2	3	3	3	6	6	1	6	6	6	6	6	6	14	14	Map_8-haibinzhizhan
1809	1	1	1	1	1	1	5	1	1	1	1	1	1	1	8	8	Map_9-jiazuzhuangyuan
1810	1	1	1	1	2	2	2	1	2	2	2	2	2	2	9	9	Map_10-kf_caishiji
1811	1	2	2	4	2	4	3	1	3	3	3	3	3	3	10	10	Map_11-kunlunxu
1812	1	1	2	2	4	4	4	1	4	4	4	4	4	4	11	11	Map_12-pochengzhan_1
1813	1	2	3	3	5	5	5	1	5	5	5	5	5	5	12	12	Map_13-qianjibian
1814	1	2	3	3	3	6	6	1	6	6	6	6	6	6	13	13	Map_14-qianjige
1815	1	1	1	2	3	3	7	1	7	7	7	7	7	7	14	14	Map_15-shenmidao
1816	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Map_16-shigushuyuan
1817	1	2	2	4	2	4	3	1	3	3	3	3	3	3	10	10	Map_17-suiyecheng
1818	1	1	2	2	4	4	4	1	4	4	4	4	4	4	11	11	Map_18-wujiezhijing_shang
1819	1	2	3	3	5	5	5	1	5	5	5	5	5	5	12	12	Map_19-wujiezhijing_xia
1820	1	1	1	2	3	3	7	1	7	7	7	7	7	7	14	14	Map_20-wujiezhijing_zhon
1821	1	1	1	1	2	2	2	1	2	2	2	2	2	2	9	9	Map_21-xoyo_109
1822	1	2	2	4	2	4	3	1	3	3	3	3	3	3	10	10	Map_22-zongmen
1824	1	2	3	3	5	5	5	1	5	5	5	5	5	5	12	12	Map Test ID NPC
2112	1	2	3	3	3	6	6	1	6	6	6	6	6	6	13	13	Bích Ba Động
2114	1	1	1	2	3	3	7	1	7	7	7	7	7	7	14	14	Bạch Hổ Cấm Địa
775	7	5	7	5	7	5	7	1	7	5	7	5	7	5	7	5	Thiên Cơ Các
2115	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	Tư Quá Nhai
2116	1	2	2	4	2	4	3	1	3	3	3	3	3	3	10	10	Tư Quá Nhai 2
