STT	MaCoDe
1877	K1Q3DR9I06NZ
1878	BJYXH9AF94DN
1879	ZR7Q23FTPDKH
1880	ZHQAR5AW1KBC
1881	1KLHS5Z97N6F
1882	ACBAM1BLOB19
1883	T91K6QOQPGWW
1884	VZZB3TGLJWYV
1885	OOH8K4G6P55V
1886	WEOMMKIR025N
1887	9IBH8BF097WQ
1888	IJHWICKNNGKB
1889	TYYT45KGXZ7H
1890	JJNZCOHL7KXZ
1891	TNXN5TP7S2FH
1892	QNJF3MD2VKXE
1893	7TYSZD78WTE9
1894	6YAF8HUYHAUP
1895	EV4M4QRYUC0L
1896	BGPTL9XN1Y92
1897	STGAGQOR3HGO
1898	RQK1IK3VO33M
1899	NUJOK763JLP6
1900	ZKD6YSDKRI6P
1901	EUSFGVY49YAZ
1902	CM9FM8NTI76U
1903	55JEW3OK11GA
1904	1F4R7XCZMMMN
1905	69NY13TUJPS6
1906	5JM881ULWPWT
1907	KCU387TK5F4S
1908	M9J63RKDTNKS
1909	8Z2BIJA20QEV
1910	UJR35HIOSPWP
1911	BO3SV7CRTWGD
1912	91L3B986MNAT
1913	KXP79JJNBU0T
1914	NSF1FD4X7DI9
1915	KZ1625LK22FU
1916	MX81SVVF8X8L
1917	NL4RS76MLXCH
1918	QPX8PWOXQEXX
1919	2SBO5KPMEX29
1920	M35Q6HKK4L3R
1921	IYX591X7EA3V
1922	HYB3XNZPK2KN
1923	PU7SX8WJ23CF
1924	8M7VAWVOEZVQ
1925	5QY920UFNOTF
1926	164D2OW70FNO
1927	VOWXVTBMUSVZ
1928	BXKPP9OM7PON
1929	59QCIHBOKEDL
1930	X2WD9KMBYDK2
1931	H5K4FIAU63JA
1932	58WWKMBUIAJS
1933	XQEYT4Q165OC
1934	5SIFLU4V1FN8
1935	O6ZJBMUHJJ2G
1936	CXM1ISTH5E3R
1937	YJX2R9U1CAYF
1938	HZLPDCHA8STG
1939	2DJOB5WEAYBT
1940	33EYEOPHXU0Y
1941	LH6LCKMDVF18
1942	TRB5YMK073GT
1943	O4M55GR93L56
1944	ZX9GLXO2LUQP
1945	ZWU761NOUQXQ
1946	OF8V1KQALI06
1947	AZMEFGOWSQTP
1948	ATSDZ7ZRKL1B
1949	952V07WPB6LX
1950	E8CXYELEI765
1951	V3KTIBQ3VMNA
1952	LV0KTK9NA1AD
1953	DGDS74OMUI0C
1954	TOZ6CABCAUTK
1955	TYASCLC1K3PW
1956	A6NAN7W64BUG
1957	B46DX2HFOP0T
1958	LXIXW8R16UUT
1959	UR91MI9N2OW3
1960	7W7JC4OT3G2C
1961	B1G88K99BNG4
1962	A20OP434XTLB
1963	KXWCLCWAUCDO
1964	E2RGYK6SGBFQ
1965	6KGO74EO4RJA
1966	WM4N6AUBTAZ3
1967	B1N6SXL73TD7
1968	9FTIW3QQONP7
1969	2ZR6J6MLRH4M
1970	IXDOSHFUJM02
1971	ZSX40EL2XX66
1972	2MZG2CQQREQB
1973	I4MQQ4Z3Z9TW
1974	O49FQZTV6YIS
1975	7CJULMZDUH33
1976	MTOQOTOTPF9F
1977	HQIHQT65NBN9
1978	CE542G2CN6FK
1979	OG6HVDSOOIJ6
1980	N6JECU9GTQ24
1981	RYVPJ9MZV3PR
1982	80Z8302R4CF2
1983	JG57B84JOIHH
1984	UAVVDEQ29J3D
1985	YRBURZIEQX0Y
1986	RQMT0E5IIS7X
1987	VDXMA16KRHMR
1988	USROEGKMNBCH
1989	ZSRS3DPBGUEQ
1990	NFXUMVZWHXWV
1991	LG3E2R5WJQRR
1992	X16WX1M4B7IK
1993	F86N8X0XTGSV
1994	LTK4DGADDIAD
1995	YC7J2ENVYWXC
1996	CI8WPDVQBMU4
1997	4CHP669QB773
1998	IT264TOH1CZ2
1999	75G2M5YQSGT8
2000	87D7D3NP18BK
