STT	MaCoDe
1869	JJHK8365V0QZ
1870	N1ZCFEFL90OI
1871	UXCBQERZLHD2
1872	E7ZGV2SYK72D
1873	33SYD7VNY1PW
1874	069WAYRB2MFX
1875	Z2LAFV2LUYI1
1876	ZSGJFQ5MUW6C
1877	Y5JIMZSO2SB0
1878	6LGH9KMI2EVA
1879	0838TJ8JU006
1880	N6T2W4LJER8O
1881	XGNH23KGXLPC
1882	ZRQ41XW5MQ7C
1883	NIIKXMN0VVN6
1884	ZK6DC3IRX47L
1885	7O13ITCVBLU8
1886	949S7I1MKVGW
1887	63X76ZQCBRYB
1888	8G55JN3L4W8W
1889	D4PC67OVJ0CO
1890	I84N5IITNN26
1891	Q4A9FJ9I59H2
1892	GI6M9PLSX6MG
1893	O99YV75DUCBV
1894	4JUCXL64KXSL
1895	W9FT6Q4UMSH7
1896	6S9YH8MT4F5D
1897	6E3BX4R0G2M4
1898	9MDYONYKCOCI
1899	HMAKZR8NBVU7
1900	ATK178HTVM84
1901	AQSJEG57GFMW
1902	NTWJKAAT32TE
1903	Z3XAC0GG2EKI
1904	9NQH3FQ5N2GM
1905	N5QMZN2ZCULJ
1906	GEZFZX5HKK2V
1907	RYM9M3AEYSAA
1908	2K6XAVWCX5M5
1909	TB87MGK7UV0Q
1910	S4F3IKEMSU1B
1911	IHJ77OO03P2J
1912	AX959EGA7CRG
1913	OJD4KRLZ6BF5
1914	VYTD4NBYZE4S
1915	NUT7SOHZAJXD
1916	E0HP5KATKATC
1917	C28XLZAR4M5Y
1918	QE2EF87BFU2T
1919	7Q9FGK0XLZ36
1920	AX8N1HQW3FCO
1921	W7IF231YV7VK
1922	AFARNV76AQ7O
1923	QNCFM8IZ192W
1924	VYFJB1MAWB2G
1925	3D7R2KQ2QM9D
1926	8E90LJKSN6VD
1927	D8353NP4VQIG
1928	ONKH37BEUPK0
1929	OBYJT3DWR9BC
1930	9RTLJBR5TQ23
1931	FJUCTZY1IDJU
1932	HHQJSSTEKGVX
1933	M1XBKVF5ZRJH
1934	4S7HOU5KE4WG
1935	1O0WA2KCYEJY
1936	RPCXB1HGLR5F
1937	DBOYYMGNGXXW
1938	MZV5UHMGRPZV
1939	U8ZWCJ9G8KJN
1940	Q3NFSA1ZOPYB
1941	HQ5N6TAPW3C8
1942	JHYW6CPP89IS
1943	LBBY60MQVC0R
1944	U8RDMYAEHYD0
1945	RPNVSJWR5NCU
1946	ZLR3N27NZ7UD
1947	WPDMH3E90MN1
1948	U58G6I16Z66C
1949	6HFEK1BR8PAF
1950	BJEI91LEMI8T
1951	68V7B5DUOEFO
1952	K50YJXXIHJ4S
1953	RN9QBNYBQDDW
1954	6UEI2EWYA5J5
1955	RJUZVPEJ3VDC
1956	PVK6NJZUMY5Q
1957	7PMHOZLUDZMN
1958	UQ2K1FINP6S6
1959	IDZL4L2Z3V9H
1960	RWRPKAMQ0LVU
1961	Q15I5613E1FU
1962	OZXZPFYKTQMF
1963	YGNYBLNDPNJ6
1964	8OMLHXHY0KG3
1965	2FHR5ND5UD1X
1966	CE9AZ61DR7XB
1967	HY12S0J2OONZ
1968	LM3FKQT54O3D
1969	HUWPD96DMM7D
1970	0ECY0NS65AUE
1971	PDGIRI1VW6BX
1972	RABYLVIFFQT0
1973	13WVUE1ULRNZ
1974	6H379CHZS5FX
1975	JYRC9KB0FKWT
1976	FBMD75FY3KOC
1977	TLU7PZOBE3W8
1978	KLX7QGTMRQ2H
1979	NUY0L6ZKDQVD
1980	YQLKOKYIXLT6
1981	RO9IXO5YQ298
1982	CZJC2MUH4UTE
1983	E8P1OTGJEWJV
1984	RN0S8LNR7PWH
1985	WJ6ZMY32KWMA
1986	CVUS3YSWEA2M
1987	Q2JNQVSV7YRL
1988	5OXIL9G78GG9
1989	M1408NCL3SBW
1990	VLRLOW9ICL3U
1991	TP3YJPT4PZKJ
1992	QSODW15O352L
1993	2J559C53BC56
1994	FIYYE4GPJIT9
1995	6O7H11V305MA
1996	DUY57PAG0MX6
1997	D5E1WY93YSBS
1998	KX8ZRU3JIO7B
1999	S6G7QOIUTF83
2000	2NM9DX0Z2QIE
